Panini_id,sofifa_id,player_url,short_name,long_name,player_positions,name,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined,club_contract_valid_until,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,va al mundial,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_logo_url,nation_flag_url
612,229752,https://sofifa.com/player/229752/djibril-sow/220002,D. Sow,Djibril Sow,"CM, CDM",Djibril Sow,77,80,14500000,25000,24,2/6/1997,184,77,1824,Eintracht Frankfurt,German 1. Bundesliga,1,RDM,8,,7/1/2019,2024,47,Switzerland,,RDM,15,Right,4,3,2,Medium/High,Lean (170-185),No,si,25700000,,,79,64,77,76,75,79,70,61,63,85,68,75,65,62,78,78,76,81,75,76,71,69,73,85,76,65,79,78,72,74,58,77,75,77,72,6,12,9,7,8,,71+2,71+2,71+2,74,74,74,74,74,76+2,76+2,76+2,76+2,77+2,77+2,77+2,76+2,77+2,78+2,78+2,78+2,77+2,76+2,75+2,75+2,75+2,76+2,16+2,https://cdn.sofifa.net/players/229/752/22_120.png,https://cdn.sofifa.net/teams/1824/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/ch.png
613,193352,https://sofifa.com/player/193352/ricardo-rodriguez/220002,R. Rodr�guez,Ricardo Iv塘n Rodr�guez Araya,LB,Ricardo Rodriguez,76,76,7000000,38000,28,8/25/1992,182,77,54,Torino F.C.,Italian Serie A,1,SUB,13,,8/19/2020,2024,47,Switzerland,,SUB,16,Left,3,3,2,Medium/Medium,Normal (170-185),Yes,si,11900000,,"Long Throw-in, Early Crosser",71,67,74,74,75,74,78,58,64,75,66,74,80,81,75,76,69,72,71,72,70,78,73,74,74,72,74,77,64,66,80,77,74,77,75,14,13,14,14,11,,69+2,69+2,69+2,71,70,70,70,71,71+2,71+2,71+2,72+2,73+2,73+2,73+2,72+2,75+1,75+1,75+1,75+1,75+1,74+2,74+2,74+2,74+2,74+2,20+2,https://cdn.sofifa.net/players/193/352/22_120.png,https://cdn.sofifa.net/teams/54/60.png,https://cdn.sofifa.net/flags/it.png,,https://cdn.sofifa.net/flags/ch.png
614,206003,https://sofifa.com/player/206003/yvon-mvogo/220002,Y. Mvogo,Yvon Landry Mvogo Nganoma,GK,Yvon Mvogo,76,79,7500000,43000,27,6/6/1994,189,93,247,PSV,Holland Eredivisie,1,SUB,38,RB Leipzig,,2022,47,Switzerland,,SUB,17,Right,3,1,1,Medium/Medium,Stocky (185+),Yes,si,,,"Rushes Out Of Goal, Comes For Crosses",,,,,,,13,10,24,24,19,18,14,20,22,27,43,41,58,71,57,56,71,28,74,14,37,13,13,58,20,30,28,18,12,78,74,75,73,79,42,31+2,31+2,31+2,28,31,31,31,28,31+2,31+2,31+2,29+2,30+2,30+2,30+2,29+2,26+2,29+2,29+2,29+2,26+2,26+2,31+2,31+2,31+2,26+2,75+2,https://cdn.sofifa.net/players/206/003/22_120.png,https://cdn.sofifa.net/teams/247/60.png,https://cdn.sofifa.net/flags/nl.png,,https://cdn.sofifa.net/flags/ch.png
615,210047,https://sofifa.com/player/210047/fabian-schar/220002,F. Sch�r,Fabian Lukas Sch�r,CB,Fabian Schar,76,77,7000000,36000,29,12/20/1991,188,84,13,Newcastle United,English Premier League,1,RCB,5,,7/26/2018,2022,47,Switzerland,,RCB,18,Right,3,2,2,High/Medium,Normal (185+),Yes,si,13800000,,"Long Passer (AI), Long Shot Taker (AI)",58,67,70,68,77,75,65,60,81,72,61,66,66,66,73,71,57,59,64,74,61,77,77,71,78,73,73,79,62,69,75,74,74,78,76,8,9,11,10,15,,68+2,68+2,68+2,66,67,67,67,66,68+2,68+2,68+2,67+2,71+2,71+2,71+2,67+2,71+2,74+2,74+2,74+2,71+2,72+2,76+1,76+1,76+1,72+2,18+2,https://cdn.sofifa.net/players/210/047/22_120.png,https://cdn.sofifa.net/teams/13/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/ch.png
616,219244,https://sofifa.com/player/219244/david-von-ballmoos/220002,D. von Ballmoos,David von Ballmoos,GK,David Von Ballmoos,76,80,8000000,13000,26,12/30/1994,192,90,900,BSC Young Boys,Swiss Super League,1,GK,26,,7/1/2015,2025,47,Switzerland,,GK,19,Right,3,1,1,Medium/Medium,Normal (185+),No,si,12600000,,GK Long Throw,,,,,,,16,16,13,35,20,22,19,13,27,24,55,49,52,66,53,56,68,37,74,15,25,26,19,42,28,61,11,20,18,77,75,74,75,77,53,32+2,32+2,32+2,31,32,32,32,31,32+2,32+2,32+2,32+2,32+2,32+2,32+2,32+2,30+2,31+2,31+2,31+2,30+2,29+2,30+2,30+2,30+2,29+2,75+2,https://cdn.sofifa.net/players/219/244/22_120.png,https://cdn.sofifa.net/teams/900/60.png,https://cdn.sofifa.net/flags/ch.png,,https://cdn.sofifa.net/flags/ch.png
617,177019,https://sofifa.com/player/177019/fabian-lustenberger/220002,F. Lustenberger,Fabian Lustenberger,"CB, CDM",Fabian Lustenberger,75,75,2700000,15000,33,5/2/1988,182,73,900,BSC Young Boys,Swiss Super League,1,LCB,28,,7/1/2019,2022,47,Switzerland,,LCB,20,Right,3,2,2,Low/High,Lean (170-185),No,si,4100000,,"Leadership, Team Player",46,37,60,65,77,73,45,32,70,70,35,61,38,36,68,69,49,44,60,77,66,47,86,73,71,35,74,79,32,61,50,72,79,77,76,13,9,12,13,7,,52+2,52+2,52+2,54,54,54,54,54,58+2,58+2,58+2,58+2,65+2,65+2,65+2,58+2,68+2,73+2,73+2,73+2,68+2,69+2,75,75,75,69+2,18+2,https://cdn.sofifa.net/players/177/019/22_120.png,https://cdn.sofifa.net/teams/900/60.png,https://cdn.sofifa.net/flags/ch.png,,https://cdn.sofifa.net/flags/ch.png
618,190059,https://sofifa.com/player/190059/steven-zuber/220002,S. Zuber,Steven Zuber,"LM, CM, LWB",Steven Zuber,75,75,5500000,1000,29,8/17/1991,182,74,278,AEK Athens,Greek Super League,1,LW,17,,8/4/2020,2022,47,Switzerland,,LW,21,Right,4,3,2,High/Medium,Normal (170-185),Yes,si,12100000,,Finesse Shot,75,73,73,73,71,75,77,72,68,71,57,73,75,66,72,74,74,75,72,74,67,77,57,77,76,76,72,74,73,75,62,72,69,72,68,15,15,7,14,9,,73+2,73+2,73+2,74,73,73,73,74,73+2,73+2,73+2,74+1,73+2,73+2,73+2,74+1,73+2,73+2,73+2,73+2,73+2,73+2,71+2,71+2,71+2,73+2,20+2,https://cdn.sofifa.net/players/190/059/22_120.png,https://cdn.sofifa.net/teams/278/60.png,https://cdn.sofifa.net/flags/gr.png,,https://cdn.sofifa.net/flags/ch.png
619,216158,https://sofifa.com/player/216158/silvan-widmer/220002,S. Widmer,Silvan Dominic Widmer,RB,Silvan Widmer,75,75,5000000,22000,28,3/5/1993,183,79,169,1. FSV Mainz 05,German 1. Bundesliga,1,RWB,30,,7/9/2021,2024,47,Switzerland,,RWB,22,Right,4,3,2,High/Medium,Normal (170-185),No,si,9000000,,,78,61,69,73,71,78,73,57,67,71,48,73,65,56,71,73,77,79,75,72,67,73,85,88,77,62,64,70,68,65,56,72,72,72,69,10,8,7,5,14,,69+2,69+2,69+2,70,70,70,70,70,70+2,70+2,70+2,72+2,71+2,71+2,71+2,72+2,74+1,72+2,72+2,72+2,74+1,73+2,71+2,71+2,71+2,73+2,16+2,https://cdn.sofifa.net/players/216/158/22_120.png,https://cdn.sofifa.net/teams/169/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/ch.png
620,225126,https://sofifa.com/player/225126/ellyes-skhiri/220002,E. Skhiri,Ellyes Joris Skhiri,"CDM, CM",Ellyes Skhiri,77,79,11500000,26000,26,5/10/1995,185,73,31,1. FC K苔ln,German 1. Bundesliga,1,CDM,28,,7/29/2019,2023,145,Tunisia,,CDM,0,Right,3,3,2,Medium/High,Lean (185+),No,si,21600000,,Dives Into Tackles (AI),58,69,69,73,77,73,67,69,73,74,60,73,72,55,71,76,61,55,74,73,64,75,75,91,65,72,69,84,62,65,58,69,78,75,72,15,14,8,14,14,,69+2,69+2,69+2,69,70,70,70,69,70+2,70+2,70+2,70+2,73+2,73+2,73+2,70+2,75+2,76+2,76+2,76+2,75+2,74+2,74+2,74+2,74+2,74+2,20+2,https://cdn.sofifa.net/players/225/126/22_120.png,https://cdn.sofifa.net/teams/31/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/tn.png
621,194845,https://sofifa.com/player/194845/wahbi-khazri/220002,W. Khazri,Wahbi Khazri,"ST, CAM",Wahbi Khazri,76,76,7500000,33000,30,2/8/1991,176,82,1819,AS Saint-啼tienne,French Ligue 1,1,ST,10,,7/17/2018,2022,145,Tunisia,,ST,1,Right,4,4,2,High/High,Stocky (170-185),Yes,si,15000000,,"Long Shot Taker (AI), Playmaker (AI)",69,79,76,77,42,67,79,78,55,76,70,77,79,78,67,78,66,72,76,77,74,82,34,68,67,79,75,53,79,77,75,80,31,46,30,6,7,11,11,6,,75+1,75+1,75+1,76,77-1,77-1,77-1,76,76,76,76,75+1,73+2,73+2,73+2,75+1,62+2,61+2,61+2,61+2,62+2,58+2,53+2,53+2,53+2,58+2,15+2,https://cdn.sofifa.net/players/194/845/22_120.png,https://cdn.sofifa.net/teams/1819/60.png,https://cdn.sofifa.net/flags/fr.png,,https://cdn.sofifa.net/flags/tn.png
622,205257,https://sofifa.com/player/205257/naim-sliti/220002,N. Sliti,Na跳m Sliti,"LM, CAM",Naim Sliti,75,75,5500000,29000,28,7/27/1992,173,78,112096,Ettifaq FC,Saudi Abdul L. Jameel League,1,SUB,10,,8/11/2019,2022,145,Tunisia,,SUB,2,Right,3,4,1,Medium/Medium,Stocky (170-185),No,si,9100000,,"Injury Prone, Long Shot Taker (AI), Playmaker (AI), Technical Dribbler (AI)",72,71,72,78,34,68,70,71,49,75,71,79,70,65,64,77,73,72,79,71,80,71,67,76,67,72,61,32,73,75,70,74,31,35,27,8,15,15,11,12,,70+2,70+2,70+2,74,74,74,74,74,74+1,74+1,74+1,74+1,69+2,69+2,69+2,74+1,58+2,56+2,56+2,56+2,58+2,53+2,47+2,47+2,47+2,53+2,18+2,https://cdn.sofifa.net/players/205/257/22_120.png,https://cdn.sofifa.net/teams/112096/60.png,https://cdn.sofifa.net/flags/sa.png,,https://cdn.sofifa.net/flags/tn.png
623,235565,https://sofifa.com/player/235565/dylan-bronn/220002,D. Bronn,Dylan Daniel Mahmoud Bronn,"CB, RB",Dylan Bronn,75,78,6500000,17000,26,6/19/1995,185,77,68,FC Metz,French Ligue 1,1,RCB,2,,1/3/2020,2024,145,Tunisia,,RCB,3,Right,3,2,1,High/Medium,Normal (185+),No,si,13500000,,Long Passer (AI),66,61,67,65,76,76,65,56,73,70,54,63,63,53,73,68,65,66,63,73,61,74,75,73,78,64,75,75,56,65,63,71,76,76,76,6,10,9,7,9,,65+2,65+2,65+2,64,65,65,65,64,65+2,65+2,65+2,66+2,69+2,69+2,69+2,66+2,71+2,73+2,73+2,73+2,71+2,72+2,75+2,75+2,75+2,72+2,15+2,https://cdn.sofifa.net/players/235/565/22_120.png,https://cdn.sofifa.net/teams/68/60.png,https://cdn.sofifa.net/flags/fr.png,,https://cdn.sofifa.net/flags/tn.png
624,203889,https://sofifa.com/player/203889/yoann-touzghar/220002,Y. Touzghar,Yoann Touzghar,ST,Yoann Touzghar,72,72,1100000,15000,34,11/29/1986,179,75,294,ESTAC Troyes,French Ligue 1,1,ST,7,,7/1/2018,2022,145,Tunisia,,ST,4,Right,3,3,1,High/Low,Lean (170-185),No,si,2200000,,Chip Shot (AI),71,73,61,72,24,69,51,76,73,67,71,70,51,55,57,72,69,73,82,64,75,71,84,67,75,67,55,18,73,66,70,72,18,20,21,14,14,7,15,12,,72,72,72,69,70,70,70,69,69+2,69+2,69+2,67+2,62+2,62+2,62+2,67+2,48+2,47+2,47+2,47+2,48+2,45+2,42+2,42+2,42+2,45+2,19+2,https://cdn.sofifa.net/players/203/889/22_120.png,https://cdn.sofifa.net/teams/294/60.png,https://cdn.sofifa.net/flags/fr.png,,https://cdn.sofifa.net/flags/tn.png
625,206463,https://sofifa.com/player/206463/jeremy-dudziak/220002,J. Dudziak,Jeremy Dudziak,"CAM, CM",Jeremy Dudziak,72,75,3100000,17000,25,8/28/1995,176,70,165,SpVgg Greuther F�rth,German 1. Bundesliga,1,SUB,28,,8/16/2021,2024,145,Tunisia,,SUB,5,Left,3,3,1,High/Medium,Lean (170-185),No,si,5800000,#Acrobat,"Flair, Playmaker (AI), Technical Dribbler (AI)",75,62,72,77,65,66,69,61,55,73,58,75,73,62,72,76,82,70,90,66,84,66,78,77,58,62,71,68,66,76,59,71,64,68,67,13,12,6,7,13,,66+2,66+2,66+2,72,70,70,70,72,72+2,72+2,72+2,72+2,72+2,72+2,72+2,72+2,71+2,70+2,70+2,70+2,71+2,69+2,66+2,66+2,66+2,69+2,17+2,https://cdn.sofifa.net/players/206/463/22_120.png,https://cdn.sofifa.net/teams/165/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/tn.png
626,241750,https://sofifa.com/player/241750/saad-bguir/220002,S. Bguir,Sa挞d Abdullah Bguir,"CAM, RM",Saad Bguir,72,73,2700000,11000,27,3/22/1994,175,66,113058,Abha Club,Saudi Abdul L. Jameel League,1,LAM,10,,6/12/2019,2022,145,Tunisia,,LAM,6,Left,3,3,1,Medium/Medium,Normal (170-185),No,si,4700000,,"Playmaker (AI), Technical Dribbler (AI)",70,68,70,74,33,61,68,69,48,71,57,76,71,73,68,74,71,69,76,70,69,67,57,71,61,69,50,30,72,69,67,65,28,34,37,10,10,13,5,6,,68+2,68+2,68+2,72,71,71,71,72,72+1,72+1,72+1,71+2,67+2,67+2,67+2,71+2,56+2,54+2,54+2,54+2,56+2,53+2,45+2,45+2,45+2,53+2,15+2,https://cdn.sofifa.net/players/241/750/22_120.png,https://cdn.sofifa.net/teams/113058/60.png,https://cdn.sofifa.net/flags/sa.png,,https://cdn.sofifa.net/flags/tn.png
627,220029,https://sofifa.com/player/220029/saif-eddine-khaoui/220002,S. Khaoui,Sa台f-Eddine Khaoui,"CAM, RM, CM",Saif Eddine Khaoui,71,74,2400000,12000,26,4/27/1995,180,68,1815,Clermont Foot 63,French Ligue 1,1,SUB,6,,8/14/2021,2023,145,Tunisia,,SUB,7,Left,3,3,1,Medium/Medium,Lean (170-185),No,si,5000000,,Finesse Shot,65,68,70,73,46,60,70,68,45,71,59,75,73,71,70,73,67,63,76,66,67,74,63,70,61,69,42,32,70,69,49,66,51,50,49,12,14,11,14,9,,67+2,67+2,67+2,70,70,70,70,70,71+2,71+2,71+2,70+2,68+2,68+2,68+2,70+2,60+2,58+2,58+2,58+2,60+2,57+2,51+2,51+2,51+2,57+2,18+2,https://cdn.sofifa.net/players/220/029/22_120.png,https://cdn.sofifa.net/teams/1815/60.png,https://cdn.sofifa.net/flags/fr.png,,https://cdn.sofifa.net/flags/tn.png
628,252711,https://sofifa.com/player/252711/ali-abdi/220002,A. Abdi,Ali Abdi,"RB, LB, LM",Ali Abdi,70,71,1700000,4000,27,12/20/1993,180,73,210,Stade Malherbe Caen,French Ligue 2,2,SUB,25,,7/26/2021,2023,145,Tunisia,,SUB,8,Left,3,3,1,High/High,Normal (170-185),No,si,3100000,,Long Throw-in,83,59,65,68,60,72,67,58,65,70,49,66,66,44,60,69,81,85,71,72,66,65,68,83,68,60,67,59,70,65,41,68,57,61,61,13,13,13,10,9,,67+2,67+2,67+2,69,68,68,68,69,68+2,68+2,68+2,70+1,67+2,67+2,67+2,70+1,68+2,65+2,65+2,65+2,68+2,68+2,64+2,64+2,64+2,68+2,18+2,https://cdn.sofifa.net/players/252/711/22_120.png,https://cdn.sofifa.net/teams/210/60.png,https://cdn.sofifa.net/flags/fr.png,,https://cdn.sofifa.net/flags/tn.png
629,241746,https://sofifa.com/player/241746/yassine-meriah/220002,Y. Meriah,Yassine Meriah,CB,Yassine Meriah,69,71,1500000,550,27,7/2/1993,188,83,111701,Al Ain FC,UAE Arabian Gulf League,1,RCB,20,,7/28/2021,2023,145,Tunisia,,RCB,9,Right,2,2,1,Low/Medium,Normal (185+),No,si,3300000,,,71,49,51,58,70,72,31,34,66,63,46,57,25,32,68,58,72,70,65,60,58,69,87,65,74,63,73,70,38,46,66,54,69,72,68,6,6,12,5,14,,55+2,55+2,55+2,53,55,55,55,53,55+2,55+2,55+2,55+2,59+2,59+2,59+2,55+2,62+2,66+2,66+2,66+2,62+2,64+2,69+2,69+2,69+2,64+2,14+2,https://cdn.sofifa.net/players/241/746/22_120.png,https://cdn.sofifa.net/teams/111701/60.png,https://cdn.sofifa.net/flags/ae.png,,https://cdn.sofifa.net/flags/tn.png
630,242041,https://sofifa.com/player/242041/mohamed-drager/220002,M. Dr�ger,Mohamed Dr�ger,RB,Mohamed Drager,69,74,1900000,19000,25,6/25/1996,178,74,14,Nottingham Forest,English League Championship,2,SUB,25,,8/31/2021,2024,145,Tunisia,,SUB,10,Right,3,3,1,Medium/Medium,Normal (170-185),No,si,3800000,,,80,59,60,67,64,62,66,57,63,64,58,66,52,48,56,66,84,77,77,67,74,62,49,69,56,60,70,65,60,56,60,56,64,65,64,12,9,8,9,10,,63+2,63+2,63+2,66,64,64,64,66,64+2,64+2,64+2,66+2,62+2,62+2,62+2,66+2,67+2,64+2,64+2,64+2,67+2,67+2,64+2,64+2,64+2,67+2,16+2,https://cdn.sofifa.net/players/242/041/22_120.png,https://cdn.sofifa.net/teams/14/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/tn.png
631,242166,https://sofifa.com/player/242166/amor-layouni/220002,A. Layouni,Amor Yonas Layouni,LW,Amor Layouni,69,69,1400000,3000,28,10/3/1992,191,80,920,V檀lerenga Fotball,Norwegian Eliteserien,1,LW,11,,1/25/2021,2023,145,Tunisia,,LW,11,Left,4,3,1,High/Medium,Lean (185+),No,si,1800000,,,80,63,62,68,35,64,69,63,56,63,62,71,58,53,49,69,77,82,71,66,50,64,34,79,72,61,32,26,66,67,57,57,38,31,30,15,14,7,13,6,,66+2,66+2,66+2,69,67,67,67,69,67+2,67+2,67+2,69,61+2,61+2,61+2,69,56+2,49+2,49+2,49+2,56+2,53+2,44+2,44+2,44+2,53+2,18+2,https://cdn.sofifa.net/players/242/166/22_120.png,https://cdn.sofifa.net/teams/920/60.png,https://cdn.sofifa.net/flags/no.png,,https://cdn.sofifa.net/flags/tn.png
632,237548,https://sofifa.com/player/237548/oussama-haddadi/220002,O. Haddadi,Oussama Haddadi,"CB, LB",Oussama Haddadi,68,68,1000000,6000,29,1/28/1992,184,85,113259,Yeni Malatyaspor,Turkish S�per Lig,1,LCB,5,,6/25/2021,2023,145,Tunisia,,LCB,12,Left,3,2,1,High/Medium,Normal (170-185),No,si,2000000,,,73,38,60,62,66,74,64,34,62,67,42,64,55,34,57,60,69,76,55,67,58,47,65,73,76,34,71,68,54,54,41,68,62,71,67,6,6,14,9,14,,55+2,55+2,55+2,59,57,57,57,59,58+2,58+2,58+2,62+2,61+2,61+2,61+2,62+2,67+1,66+2,66+2,66+2,67+1,67+1,68,68,68,67+1,15+2,https://cdn.sofifa.net/players/237/548/22_120.png,https://cdn.sofifa.net/teams/113259/60.png,https://cdn.sofifa.net/flags/tr.png,,https://cdn.sofifa.net/flags/tn.png
633,237600,https://sofifa.com/player/237600/bassem-srarfi/220002,B. Srarfi,Bassem Srarfi,"LM, LWB, RM",Bassem Srarfi,67,72,1500000,5000,24,6/25/1997,176,71,15005,SV Zulte Waregem,Belgian Jupiler Pro League,1,SUB,11,,1/25/2020,2023,145,Tunisia,,SUB,13,Left,3,4,1,Medium/Medium,Lean (170-185),No,si,2400000,,"Flair, Speed Dribbler (AI)",73,62,65,71,50,61,68,58,51,66,60,72,66,59,60,70,76,70,77,61,75,68,53,55,62,63,66,55,60,67,66,67,38,58,53,9,6,13,7,11,,63+2,63+2,63+2,67,66,66,66,67,67+2,67+2,67+2,66+2,64+2,64+2,64+2,66+2,61+2,59+2,59+2,59+2,61+2,59+2,56+2,56+2,56+2,59+2,14+2,https://cdn.sofifa.net/players/237/600/22_120.png,https://cdn.sofifa.net/teams/15005/60.png,https://cdn.sofifa.net/flags/be.png,,https://cdn.sofifa.net/flags/tn.png
634,211600,https://sofifa.com/player/211600/ayman-ben-mohamed/220002,A. Ben Mohamed,Ayman Ben Mohamed,"LB, LM",Ayman Ben Mohamed,66,67,925000,3000,26,12/8/1994,176,70,1738,Le Havre AC,French Ligue 2,2,LB,12,,8/14/2019,2022,145,Tunisia,,LB,14,Left,3,3,1,High/Medium,Lean (170-185),No,si,1700000,#Speedster,,90,57,58,64,59,67,63,58,49,61,49,63,57,37,54,65,90,90,72,53,74,63,59,66,69,55,63,57,54,56,45,60,57,66,62,14,9,15,8,11,,61+2,61+2,61+2,64,62,62,62,64,62+2,62+2,62+2,64+2,59+2,59+2,59+2,64+2,64+2,60+2,60+2,60+2,64+2,64+2,61+2,61+2,61+2,64+2,15+2,https://cdn.sofifa.net/players/211/600/22_120.png,https://cdn.sofifa.net/teams/1738/60.png,https://cdn.sofifa.net/flags/fr.png,,https://cdn.sofifa.net/flags/tn.png
635,235033,https://sofifa.com/player/235033/seifedin-chabbi/220002,S. Chabbi,Seifedin Chabbi,ST,Seifedin Chabbi,66,66,925000,4000,27,7/4/1993,189,77,780,SV Ried,Austrian Football Bundesliga,1,RS,9,,7/1/2021,2023,145,Tunisia,,RS,15,Right,3,2,1,Medium/Medium,Normal (185+),No,si,1300000,,,69,65,52,63,24,66,43,68,67,58,52,65,56,29,45,64,71,67,59,64,54,68,65,66,80,56,30,18,66,58,67,52,25,17,14,12,6,12,7,10,,66,66,66,62,64,64,64,62,62+2,62+2,62+2,61+2,55+2,55+2,55+2,61+2,44+2,42+2,42+2,42+2,44+2,42+2,39+2,39+2,39+2,42+2,15+2,https://cdn.sofifa.net/players/235/033/22_120.png,https://cdn.sofifa.net/teams/780/60.png,https://cdn.sofifa.net/flags/at.png,,https://cdn.sofifa.net/flags/tn.png
636,235236,https://sofifa.com/player/235236/issam-jebali/220002,I. Jebali,Issam Jebali,"ST, CF, CAM",Issam Jebali,66,66,850000,5000,29,12/25/1991,186,84,272,Odense Boldklub,Danish Superliga,1,CAM,7,,7/30/2019,2024,145,Tunisia,,CAM,16,Right,3,4,1,Medium/Medium,Normal (185+),No,si,1100000,,"Flair, Outside Foot Shot, Technical Dribbler (AI)",71,65,62,71,38,70,53,65,57,67,60,73,61,50,56,70,69,73,70,62,63,69,66,72,74,61,58,41,66,68,64,69,36,35,26,10,6,9,8,7,,66,66,66,67-1,68-2,68-2,68-2,67-1,67-1,67-1,67-1,67-1,63+2,63+2,63+2,67-1,54+2,54+2,54+2,54+2,54+2,51+2,49+2,49+2,49+2,51+2,14+2,https://cdn.sofifa.net/players/235/236/22_120.png,https://cdn.sofifa.net/teams/272/60.png,https://cdn.sofifa.net/flags/dk.png,,https://cdn.sofifa.net/flags/tn.png
637,204701,https://sofifa.com/player/204701/salim-khelifi/220002,S. Khelifi,Salim Khelifi,"RM, LM",Salim Khelifi,65,65,750000,5000,27,1/26/1994,173,65,894,FC Z�rich,Swiss Super League,1,RES,26,,7/1/2018,2022,145,Tunisia,,RES,17,Right,3,3,1,Medium/Medium,Lean (170-185),No,si,1100000,,"Flair, Technical Dribbler (AI)",80,58,58,69,30,46,56,58,19,59,45,68,65,54,53,67,79,80,86,62,79,59,70,63,35,60,48,35,59,62,49,55,34,27,31,12,6,10,13,14,,57+2,57+2,57+2,65,63,63,63,65,64+1,64+1,64+1,64+1,58+2,58+2,58+2,64+1,52+2,47+2,47+2,47+2,52+2,48+2,38+2,38+2,38+2,48+2,17+2,https://cdn.sofifa.net/players/204/701/22_120.png,https://cdn.sofifa.net/teams/894/60.png,https://cdn.sofifa.net/flags/ch.png,,https://cdn.sofifa.net/flags/tn.png
638,255210,https://sofifa.com/player/255210/anis-slimane/220002,A. Slimane,Anis Ben Slimane,CM,Anis Slimane,65,75,1600000,3000,20,3/16/2001,188,80,269,Br厅ndby IF,Danish Superliga,1,SUB,25,,6/1/2019,2024,145,Tunisia,,SUB,18,Right,4,3,1,High/Medium,Normal (185+),No,si,2300000,,,63,57,61,68,55,71,45,56,50,68,47,68,58,51,64,72,64,63,61,61,64,62,64,68,77,59,60,54,65,67,49,63,53,58,54,11,12,8,5,14,,62+2,62+2,62+2,63,65,65,65,63,66+2,66+2,66+2,64+2,65+2,65+2,65+2,64+2,59+2,62+2,62+2,62+2,59+2,58+2,59+2,59+2,59+2,58+2,16+2,https://cdn.sofifa.net/players/255/210/22_120.png,https://cdn.sofifa.net/teams/269/60.png,https://cdn.sofifa.net/flags/dk.png,,https://cdn.sofifa.net/flags/tn.png
639,264008,https://sofifa.com/player/264008/wajdi-kechrida/220002,W. Kechrida,Wajdi Kechrida,"RB, CDM, RM",Wajdi Kechrida,64,69,800000,8000,25,11/5/1995,184,75,110373,US Salernitana 1919,Italian Serie A,1,RM,24,,7/31/2021,2023,145,Tunisia,,RM,19,Right,2,2,1,High/Medium,Lean (170-185),No,si,1500000,,Speed Dribbler (AI),68,34,48,59,63,58,60,31,49,55,35,61,35,42,30,60,71,66,51,55,59,34,55,58,57,32,60,57,54,44,46,53,56,75,72,14,11,14,7,11,,49+2,49+2,49+2,55,52,52,52,55,52+2,52+2,52+2,55+2,51+2,51+2,51+2,55+2,62+2,57+2,57+2,57+2,62+2,62+2,61+2,61+2,61+2,62+2,16+2,https://cdn.sofifa.net/players/264/008/22_120.png,https://cdn.sofifa.net/teams/110373/60.png,https://cdn.sofifa.net/flags/it.png,,https://cdn.sofifa.net/flags/tn.png
640,111503,https://sofifa.com/player/111503/chaouki-ben-saada/220002,C. Ben Saada,Chaouki Ben Saada,"RM, CAM, LM",Chaouki Ben Saada,63,63,160000,1000,37,7/1/1984,176,72,58,SC Bastia,French Ligue 2,2,SUB,18,,8/29/2019,2022,145,Tunisia,,SUB,20,Left,4,3,1,Medium/Medium,Lean (170-185),No,si,280000,,"Injury Prone, Leadership, Team Player, Technical Dribbler (AI)",53,62,65,66,41,41,69,59,61,67,62,67,68,64,56,65,57,49,63,60,72,66,52,43,33,66,54,44,59,66,62,59,38,38,36,10,14,14,11,16,,60+2,60+2,60+2,63,62,62,62,63,63,63,63,62+1,60+2,60+2,60+2,62+1,52+2,51+2,51+2,51+2,52+2,50+2,46+2,46+2,46+2,50+2,18+2,https://cdn.sofifa.net/players/111/503/22_120.png,https://cdn.sofifa.net/teams/58/60.png,https://cdn.sofifa.net/flags/fr.png,,https://cdn.sofifa.net/flags/tn.png
